project_name,oneliner,git_namespace,git_url,platform,topics,rubric,last_commit_date,stargazers_count,number_of_dependents,stars_last_year,project_active,dominating_language,organization,organization_user_name,languages,homepage,readme_content,refs,project_created,project_age_in_days,license,total_commits_last_year,total_number_of_commits,last_issue_closed,open_issues,closed_pullrequests,closed_issues,issues_closed_last_year,days_until_last_issue_closed,open_pullrequests,reviews_per_pr,development_distribution_score,last_released_date,last_release_tag_name,good_first_issue,contributors,accepts_donations,donation_platforms,code_of_conduct,contribution_guide,dependents_repos,organization_name,organization_github_url,organization_website,organization_location,organization_country,organization_form,organization_avatar,organization_public_repos,organization_created,organization_last_update
lidarwind,Retrieve wind speed and direction profiles from Doppler lidar observations from the WindCube-200s.,,https://github.com/jdiasn/lidarwind,github.com,,Wind Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLOWUnsteady,An interactional aerodynamics and acoustics solver for multirotor aircraft and wind energy.,,https://github.com/byuflowlab/FLOWUnsteady,github.com,,Wind Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stochLAB,A tool to run collision risk models for seabirds on offshore wind farms.,,https://github.com/HiDef-Aerial-Surveying/stochLAB,github.com,,Wind Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy Research and Forecasting,"Designed to provide a flexible computational framework for the exploration and investigation of different physics parameterizations and numerical strategies, and to characterize the flow field that impacts the ability of wind turbines to extract wind energy.",,https://github.com/erf-model/ERF,github.com,,Wind Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLOWFarm.jl,Wind farm simulation tool for gradient-based optimization.,,https://github.com/byuflowlab/FLOWFarm.jl,github.com,,Wind Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
foxes,A modular wind farm simulation and wake modelling toolbox which is based on engineering wake models.,,https://github.com/FraunhoferIWES/foxes,github.com,,Wind Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN-AeroModels,Developed to provide methods to compute the aerodynamic forces generated by wind propulsion systems for ships.,,https://gitlab.com/lheea/CN-AeroModels,gitlab.com,,Wind Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenWindSCADA,"Repository of openly available wind turbine SCADA datasets with high-level descriptions, reusable data loaders for convenient CSV import, and a platform for documenting insights related to data quality and malfunctions.",,https://github.com/sltzgs/OpenWindSCADA,github.com,,Wind Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NREL Wind Turbine Power Curve Archive,The purpose of this archive is to compile public wind turbine data in one place for easy access.,,https://github.com/NREL/turbine-models,github.com,,Wind Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MoorDyn,A lumped-mass mooring line model intended for coupling with floating structure codes.,,https://github.com/FloatingArrayDesign/MoorDyn,github.com,,Wind Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WecOptTool,Allows users to perform wave energy converter device design optimization studies with constrained optimal control.,,https://github.com/sandialabs/WecOptTool,github.com,,Hydro Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CACTUS,"A turbine performance simulation code, based on a free wake vortex method, to study wind turbines and marine hydrokinetic devices.",,https://github.com/sandialabs/CACTUS,github.com,,Hydro Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hydro-power-database,Collects basic information on all the European hydro-power plants.,,https://github.com/energy-modelling-toolkit/hydro-power-database,github.com,,Hydro Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHKiT-Python,"Provides the marine renewable energy community tools for data processing, visualization, quality control, resource assessment, and device performance.",,https://github.com/MHKiT-Software/MHKiT-Python,github.com,,Hydro Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hydropowerlib,Designed to calculate feed-in time series of run-of-the-river hydropower plants.,,https://github.com/hydro-python/hydropowerlib,github.com,,Hydro Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HydroPowerSimulations.jl,Contains extensions on PowerSystems.jl and PowerSimulations.jl to enable enhanced hydropower representations.,,https://github.com/NREL-Sienna/HydroPowerSimulations.jl,github.com,,Hydro Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenHPL,An open source hydropower library that consists of hydropower unit models and is modeled using Modelica.,,https://github.com/OpenSimHub/OpenHPL,github.com,,Hydro Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEC-Sim,Wave Energy Converter Simulator is an open source code for simulating wave energy converters.,,https://github.com/WEC-Sim/WEC-Sim,github.com,,Hydro Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEMRosetta,"Used to model hydrodynamic forces in offshore devices like ships, offshore wind platforms and wave energy converters.",,https://github.com/BEMRosetta/BEMRosetta,github.com,,Hydro Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capytaine,A Python package for the simulation of the interaction between water waves and floating bodies in frequency domain.,,https://github.com/capytaine/capytaine,github.com,,Hydro Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOLPHYN,"Evaluates investments and operations across the bulk supply chain for electricity and Hydrogen including production, storage, transmission, conditioning, and end-use consumption.",,https://github.com/macroenergy/Dolphyn.jl,github.com,,Hydro Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ocp,Use AI to model and discover new catalysts for use in renewable energy storage to help in addressing climate change.,,https://github.com/Open-Catalyst-Project/ocp,github.com,,Hydro Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wmpy-power,A hydropower simulation model developed to support long-term planning and climate impacts studies.,,https://github.com/9505-PNNL/wmpy_power,github.com,,Hydro Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pygfunction,An open source toolbox for the evaluation of thermal response factors of geothermal borehole fields.,,https://github.com/MassimoCimmino/pygfunction,github.com,,Geothermal Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHEtool,GHEtool is an open source Python package that contains all the functionalities needed to deal with borefield design.,,https://github.com/wouterpeere/GHEtool,github.com,,Geothermal Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenGeoSys 6,A scientific open source project for the development of numerical methods for the simulation of thermo-hydro-mechanical-chemical processes in porous and fractured media.,,https://gitlab.opengeosys.org/ogs/ogs,gitlab.opengeosys.org,,Geothermal Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FEHM,"Has proved to be a valuable asset on a variety of projects of national interest including Environmental Remediation of the Nevada Test Site, the LANL Groundwater Protection Program, geologic CO2 sequestration, Enhanced Geothermal Energy programs, Oil and Gas production, Nuclear Waste Isolation, and Arctic Permafrost.",,https://github.com/lanl/FEHM,github.com,,Geothermal Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thermo,"Thermodynamics, phase equilibrium, transport properties and chemical database component of Chemical Engineering Design Library.",,https://github.com/CalebBell/thermo,github.com,,Geothermal Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
waiwera,"A parallel, open-source geothermal flow simulator.",,https://github.com/waiwera/waiwera,github.com,,Geothermal Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fractoolbox,"Python tools for structural geology and borehole image analysis which includes data handling, frequency and geometric analysis, and reservoir geomechanics.",,https://github.com/ICWallis/fractoolbox,github.com,,Geothermal Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GeoThermalCloud.jl,A repository containing all the data and codes required to demonstrate applications of machine learning methods for geothermal exploration.,,https://github.com/SmartTensors/GeoThermalCloud.jl,github.com,,Geothermal Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOLEM,A numerical simulator for modelling coupled Thermo-Hydro-Mechanical processes in faulted geothermal reservoirs.,,https://github.com/ajacquey/golem,github.com,,Geothermal Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ground Heat Exchanger Design Tool,A package with the novel capability of automatically selecting ground heat exchanger configurations based on polygonal land constraints.,,https://github.com/j-c-cook/ghedt,github.com,,Geothermal Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEOPHIRES-X,"Combines reservoir, wellbore, surface plant, and economic models to estimate the capital and operation and maintenance costs, instantaneous and lifetime energy production, and overall levelized cost of energy of a geothermal plant.",,https://github.com/NREL/GEOPHIRES-X,github.com,,Geothermal Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biogas,Tools for biogas research in R: process biogas data and predict biogas production.,,https://github.com/sashahafner/biogas,github.com,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biosteam,The Biorefinery Simulation and Techno-Economic Analysis Modules.,,https://github.com/BioSTEAMDevelopmentGroup/biosteam,github.com,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETYdb,Web-interface to the Biofuel Ecophysiological Traits and Yields Database.,,https://github.com/PecanProject/bety,github.com,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low Carbon Fuel Standard,An online application for fuel suppliers to manage their compliance obligations under the Low Carbon Fuels Act.,,https://github.com/bcgov/lcfs,github.com,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BiRD,A toolbox to simulate and analyze different designs of bioreactors in OpenFOAM.,,https://github.com/NREL/BioReactorDesign,github.com,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bslib,Database with battery parameters based on PerMod as well as functions in order to simulate battery storages.,,https://github.com/FZJ-IEK3-VSA/bslib,github.com,,Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impedance.py,A Python package for working with electro-chemical impedance data.,,https://github.com/ECSHackWeek/impedance.py,github.com,,Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PyBaMM,Fast and flexible physics-based battery models in Python.,,https://github.com/pybamm-team/PyBaMM,github.com,,Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
liionpack,A battery pack simulation tool that uses the PyBaMM framework.,,https://github.com/pybamm-team/liionpack,github.com,,Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENNOID-BMS,Open Source: Modular BMS based on LTC68XX & STM32 MCU for up to 400V EV battery pack.,,https://github.com/EnnoidMe/ENNOID-BMS,github.com,,Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cellpy,Extract and tweak data from electro-chemical tests of battery cells.,,https://github.com/jepegit/cellpy,github.com,,Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BatterySense,"A simple Arduino library to monitor battery consumption of your battery powered projects, being LiPo, LiIon, NiCd or any other battery type, single or multiple cells: if it can power your Arduino you can monitor it.",,https://github.com/rlogiacco/BatterySense,github.com,,Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beep,A set of tools designed to support Battery Evaluation and Early Prediction of cycle life corresponding to the research of the d3batt program and the Toyota Research Institute.,,https://github.com/TRI-AMDD/beep,github.com,,Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snl-quest,"An open source, Python-based software application suite for energy storage simulation and analysis developed by Sandia National Laboratories.",,https://github.com/sandialabs/snl-quest,github.com,,Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simses,Software for techno-economic Simulation of Stationary Energy Storage Systems.,,https://gitlab.lrz.de/open-ees-ses/simses,gitlab.lrz.de,,Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAEBAT OAS,"A flexible, robust, and computationally scalable open-architecture framework that integrates multi-physics and multi- scale battery models.",,https://vibe.ornl.gov/#introduction,vibe.ornl.gov,,Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
universal-battery-database,The Universal Battery Database is an open source software for managing Lithium-ion cell data.,,https://github.com/Samuel-Buteau/universal-battery-database,github.com,,Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
open_BEA,Open Battery Models for Electrical Grid Applications.,,https://gitlab.lrz.de/open-ees-ses/openbea,gitlab.lrz.de,,Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lp_opt,Linear Programming Optimization Tool for Battery Energy Storage Systems.,,https://gitlab.lrz.de/open-ees-ses/lp_opt,gitlab.lrz.de,,Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLIDE,SLIDE is a C++ code that simulates degradation of lithium ion cell.,,https://github.com/Battery-Intelligence-Lab/SLIDE,github.com,,Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
equiv-circ-model,"An equivalent circuit model for a battery cell, module, and pack.",,https://github.com/batterysim/equiv-circ-model,github.com,,Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISEAFramework,Allows coupled electrical-thermal simulations of single storage systems (e.g. lithium ion batteries or double layer capacitors) or complete storage system packs.,,https://git.rwth-aachen.de/isea/framework,git.rwth-aachen.de,,Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ampere,Advanced Model Package for ElectRochemical Experiments.,,https://github.com/nealde/Ampere,github.com,,Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3d_milp,Energy Arbitrage Optimization With Battery Storage.,,https://github.com/ElektrikAkar/3d_milp,github.com,,Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIONSIMBA,"A Matlab framework based on a finite volume model suitable for Li-ion battery design, simulation, and control.",,https://github.com/lionsimbatoolbox/LIONSIMBA,github.com,,Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emobpy,An open tool for creating battery-electric vehicle time series from empirical data.,,https://gitlab.com/diw-evu/emobpy/emobpy,gitlab.com,,Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BattMo,The Battery Modelling Toolbox (BattMo) is a resource for continuum modelling of electrochemical devices in MATLAB.,,https://github.com/BattMoTeam/BattMo,github.com,,Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LiBRA,Create reduced-order state-space models for lithium-ion batteries utilising realisation algorithms.,,https://github.com/BradyPlanden/LiiBRA.jl,github.com,,Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PyBOP,Provides a comprehensive suite of tools for parameterisation and optimisation of battery models.,,https://github.com/pybop-team/PyBOP,github.com,,Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPET,"Run simulations of batteries with porous electrodes using porous electrode theory, which is a volume-averaged, multiscale approach to capture the coupled behavior of electrolyte and active material within electrodes.",,https://github.com/TRI-AMDD/mpet,github.com,,Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIG-MAP,The Battery Interface Genome Materials Acceleration Platform is promoting accelerated discovery of novel battery materials.,,https://github.com/BIG-MAP/big-map-registry,github.com,,Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BatteryML, An Open-Source Tool for Machine Learning on Battery Degradation.,,https://github.com/microsoft/BatteryML,github.com,,Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battery Data Toolkit,Converts battery testing data from native formats to a standardized HDF5 file.,,https://github.com/ROVI-org/battery-data-toolkit,github.com,,Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
galpynostatic,A Python/C++ package with physics-based models to predict optimal conditions for fast-charging lithium-ion batteries.,,https://github.com/fernandezfran/galpynostatic,github.com,,Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bms-c1,A flexible Open Source Battery Management System (BMS) suitable for various applications.,,https://github.com/LibreSolar/bms-c1,github.com,,Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battery-Emulator,This software enables EV battery packs to be used for stationary storage in combination with solar inverters.,,https://github.com/dalathegreat/Battery-Emulator,github.com,,Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLAST-Lite,Battery Lifetime Analysis and Simulation Toolsuite provides a library of battery lifetime and degradation models for various commercial lithium-ion batteries from recent years.,,https://github.com/NREL/BLAST-Lite,github.com,,Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RFB-dev-kit,"A benchtop flow battery development kit, extendable to other electrochemical systems with flow.",,https://codeberg.org/FBRC/RFB-dev-kit,codeberg.org,,Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAIR-Battery,We seek to present an open-hardware platform for a versatile battery technology and make the platform radically accessible.,,https://github.com/SanliFaez/FAIR-Battery,github.com,,Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homeassistant E3DC Integration,Monitor and control various Battery management systems (BMS) over Bluetooth and send the results to Home Assistant.,,https://github.com/fl4p/batmon-ha,github.com,,Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPEM,A modeling tool for evaluating the performance of proton exchange membrane fuel cells.,,https://github.com/ECSIM/opem,github.com,,Hydrogen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gopem,GOPEM is a graphical user interface of OPEM.,,https://github.com/ECSIM/gopem,github.com,,Hydrogen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pem-dataset1,Proton Exchange Membrane Fuel Cell Dataset.,,https://github.com/ECSIM/pem-dataset1,github.com,,Hydrogen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIM,Hydrogen Infrastructure model for the analysis of spatially resolved hydrogen infrastructure pathways.,,https://github.com/FZJ-IEK3-VSA/HIM,github.com,,Hydrogen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pandapipes,"A pipeflow calculation tool that complements pandapower in the simulation of multi energy grids, in particular heat and gas networks.",,https://github.com/e2nIEE/pandapipes,github.com,,Hydrogen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
